model_id,model_name,original_model_id,fold,test_subject,count_mae,count_mae_pos,count_mae_neg,mean_pred_count_on_neg,mean_gt_count_on_pos,num_test_samples,source_path
S8,TCN+UniGRU,A2,3,20794,0.3895957874907117,1.5775649070739746,0.018355438419218575,0.018355438419218575,8.121994781494141,294,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_03_test_20794/test_results.json
S8,TCN+UniGRU,A2,4,38936,0.5626096341869619,1.0298443297122388,0.42093200952776016,0.42093200952776016,11.453274179012217,404,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_04_test_38936/test_results.json
S8,TCN+UniGRU,A2,5,47779,0.3551516206570844,1.3081260749271937,0.06299885748511683,0.06299885748511683,12.405769620622907,358,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_05_test_47779/test_results.json
S8,TCN+UniGRU,A2,6,49661,0.6397307813167572,0.3174052290294481,0.7360098321329464,0.7360098321329464,9.380694493003514,400,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_06_test_49661/test_results.json
S8,TCN+UniGRU,A2,7,55502,0.15617322021133298,0.45082547399732803,0.0593896336907888,0.0593896336907888,15.24731313917372,364,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_07_test_55502/test_results.json
S8,TCN+UniGRU,A2,8,74768,0.507094275576906,1.9371499744328586,0.07905038583035372,0.07905038583035372,10.36668348312378,382,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_08_test_74768/test_results.json
S8,TCN+UniGRU,A2,9,76918,0.8610102016235066,3.5447305745856705,0.18615653344065125,0.18615653344065125,12.481145370838254,428,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_09_test_76918/test_results.json
S8,TCN+UniGRU,A2,10,84479,0.2926042344658933,1.0334471518343145,0.06623557072857188,0.06623557072857188,10.07782682505521,376,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_10_test_84479/test_results.json
S8,TCN+UniGRU,A2,11,86463,0.6407468096533818,2.2245731204748154,0.14386015093209698,0.14386015093209698,14.012078046798706,268,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_11_test_86463/test_results.json
S8,TCN+UniGRU,A2,12,87369,0.09805752393468971,0.2775085785172202,0.04125287340243729,0.04125287340243729,9.75364654714411,366,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_12_test_87369/test_results.json
S8,TCN+UniGRU,A2,13,87447,0.12286024365125527,0.29521400370496387,0.06660588709120122,0.06660588709120122,10.174339375597365,382,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_13_test_87447/test_results.json
S8,TCN+UniGRU,A2,14,97706,2.1216658989185,0.46295991054801056,2.584810990791816,2.584810990791816,10.887312950089921,394,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_14_test_97706/test_results.json
S9,TCN+BiGRU,S7,0,14287,0.17767593652703043,0.8658303937246633,0.0056373207115156705,0.0056373207115156705,9.104665401370026,430,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_00_test_14287/test_results.json
S9,TCN+BiGRU,S7,1,14342,0.37245706228109504,0.8068322289374567,0.2364405905357515,0.2364405905357515,11.188558024744834,260,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_01_test_14342/test_results.json
S9,TCN+BiGRU,S7,2,14547,0.24571217900484948,0.7952933744950728,0.09168943440078929,0.09168943440078929,11.529829502105713,402,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_02_test_14547/test_results.json
S9,TCN+BiGRU,S7,3,20794,0.6846355942971244,2.851659836087908,0.007440528982052845,0.007440528982052845,8.121994781494141,294,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_03_test_20794/test_results.json
S9,TCN+BiGRU,S7,4,38936,0.5485158462335568,1.215191384579273,0.34636261963075204,0.34636261963075204,11.453274179012217,404,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_04_test_38936/test_results.json
S9,TCN+BiGRU,S7,5,47779,0.7457233993700763,2.913722730818249,0.08108124468665924,0.08108124468665924,12.405769620622907,358,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_05_test_47779/test_results.json
S9,TCN+BiGRU,S7,6,49661,0.3949616175889969,0.1968730584434841,0.4541309172069872,0.4541309172069872,9.380694493003514,400,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_06_test_49661/test_results.json
S9,TCN+BiGRU,S7,7,55502,0.19044026490914953,0.4928459644317627,0.09110992891292502,0.09110992891292502,15.24731313917372,364,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_07_test_55502/test_results.json
S9,TCN+BiGRU,S7,8,74768,0.7548311037542932,3.0918842662464487,0.055304981235946925,0.055304981235946925,10.36668348312378,382,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_08_test_74768/test_results.json
S9,TCN+BiGRU,S7,9,76918,0.7108416370699339,2.543676110201104,0.24995342791298328,0.24995342791298328,12.481145370838254,428,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_09_test_76918/test_results.json
S9,TCN+BiGRU,S7,10,84479,0.15739229955571762,0.6350413127378984,0.011443992326450016,0.011443992326450016,10.07782682505521,376,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_10_test_84479/test_results.json
S9,TCN+BiGRU,S7,11,86463,0.5302756713049959,1.874206230044365,0.10865038449821227,0.10865038449821227,14.012078046798706,268,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_11_test_86463/test_results.json
S9,TCN+BiGRU,S7,12,87369,0.25093248787799166,0.38785342194817285,0.20759060903847645,0.20759060903847645,9.75364654714411,366,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_12_test_87369/test_results.json
S9,TCN+BiGRU,S7,13,87447,0.2177736952666837,0.37164007349217193,0.16755342038555276,0.16755342038555276,10.174339375597365,382,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_13_test_87447/test_results.json
S9,TCN+BiGRU,S7,14,97706,1.9387195824366537,0.44428813457489014,2.3559959925614393,2.3559959925614393,10.887312950089921,394,runs/loso_structure_compare_v2_0p7m_20260521_004607/S7/fold_14_test_97706/test_results.json
