model_id,model_name,original_model_id,fold,test_subject,count_mae,count_mae_pos,count_mae_neg,mean_pred_count_on_neg,mean_gt_count_on_pos,num_test_samples,source_path
S7,TCN-Attn,S6,4,38936,0.9530857813240278,0.9823613876992083,0.9442086712276984,0.9442086712276984,11.453274179012217,404,runs/loso_structure_compare_v2_0p7m_20260520_225951/S6/fold_04_test_38936/test_results.json
S7,TCN-Attn,S6,5,47779,0.6354642167437676,2.701337837037586,0.0021307052694327705,0.0021307052694327705,12.405769620622907,358,runs/loso_structure_compare_v2_0p7m_20260520_225951/S6/fold_05_test_47779/test_results.json
S7,TCN-Attn,S6,6,49661,0.40271517425775527,0.1845250544340714,0.46788884250483087,0.46788884250483087,9.380694493003514,400,runs/loso_structure_compare_v2_0p7m_20260520_225951/S6/fold_06_test_49661/test_results.json
S7,TCN-Attn,S6,7,55502,0.2529494651071318,1.0230391131507026,3.097458564263436e-07,3.097458564263436e-07,15.24731313917372,364,runs/loso_structure_compare_v2_0p7m_20260520_225951/S6/fold_07_test_55502/test_results.json
S7,TCN-Attn,S6,8,74768,1.158796148150379,5.021126113154671,0.002724596148695499,0.002724596148695499,10.36668348312378,382,runs/loso_structure_compare_v2_0p7m_20260520_225951/S6/fold_08_test_74768/test_results.json
S7,TCN-Attn,S6,9,76918,0.6652470913445838,2.0650683558264444,0.3132452566322984,0.3132452566322984,12.481145370838254,428,runs/loso_structure_compare_v2_0p7m_20260520_225951/S6/fold_09_test_76918/test_results.json
S7,TCN-Attn,S6,10,84479,0.13195066027184751,0.5637264739383351,1.9159001499587215e-05,1.9159001499587215e-05,10.07782682505521,376,runs/loso_structure_compare_v2_0p7m_20260520_225951/S6/fold_10_test_84479/test_results.json
S7,TCN-Attn,S6,11,86463,0.26935812185949354,0.970623567700386,0.04935327831696412,0.04935327831696412,14.012078046798706,268,runs/loso_structure_compare_v2_0p7m_20260520_225951/S6/fold_11_test_86463/test_results.json
S7,TCN-Attn,S6,12,87369,0.15609827856348746,0.20641835711219095,0.14016962778605407,0.14016962778605407,9.75364654714411,366,runs/loso_structure_compare_v2_0p7m_20260520_225951/S6/fold_12_test_87369/test_results.json
S7,TCN-Attn,S6,13,87447,0.06647366909456502,0.2698972377371281,7.847675150705414e-05,7.847675150705414e-05,10.174339375597365,382,runs/loso_structure_compare_v2_0p7m_20260520_225951/S6/fold_13_test_87447/test_results.json
S7,TCN-Attn,S6,14,97706,1.9419503319384483,0.32947070654048477,2.3921881761740553,2.3921881761740553,10.887312950089921,394,runs/loso_structure_compare_v2_0p7m_20260520_225951/S6/fold_14_test_97706/test_results.json
S8,TCN+UniGRU,A2,0,14287,0.07609505383081214,0.3155731766722923,0.01622552091125832,0.01622552091125832,9.104665401370026,430,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_00_test_14287/test_results.json
S8,TCN+UniGRU,A2,1,14342,0.5660232910743126,1.836050356588056,0.1683380441984745,0.1683380441984745,11.188558024744834,260,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_01_test_14342/test_results.json
S8,TCN+UniGRU,A2,2,14547,0.4219395512372107,1.3362702944061973,0.16569399771986493,0.16569399771986493,11.529829502105713,402,runs/loso_ablation_tcn_bigru_v2_0p7m_20260521_051142/A2/fold_02_test_14547/test_results.json
